"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"16.10.2017","2.933,80","2.935,53","2.937,20","2.930,95","0,02%"
"13.10.2017","2.933,29","2.943,86","2.944,25","2.920,36","-0,25%"
"12.10.2017","2.940,75","2.952,51","2.963,39","2.938,30","-0,44%"
"11.10.2017","2.953,78","2.958,62","2.960,97","2.949,22","-0,11%"
"10.10.2017","2.957,12","2.936,62","2.957,12","2.935,49","0,25%"
"09.10.2017","2.949,75","2.940,44","2.951,75","2.938,95","0,38%"
"06.10.2017","2.938,49","2.928,22","2.951,51","2.925,18","0,39%"
"05.10.2017","2.926,96","2.941,19","2.943,50","2.917,90","-0,34%"
"04.10.2017","2.936,91","2.958,43","2.958,43","2.936,73","-0,57%"
"03.10.2017","2.953,88","2.952,62","2.962,62","2.948,45","0,13%"
"02.10.2017","2.950,00","2.939,50","2.955,20","2.939,00","0,45%"
"29.09.2017","2.936,91","2.943,86","2.948,86","2.931,86","-0,22%"
"28.09.2017","2.943,45","2.941,50","2.946,50","2.932,30","0,23%"
"27.09.2017","2.936,80","2.926,00","2.946,80","2.923,85","0,48%"
"26.09.2017","2.922,68","2.928,30","2.938,00","2.922,68","-0,10%"
"25.09.2017","2.925,55","2.905,55","2.934,05","2.902,87","0,71%"
"22.09.2017","2.905,00","2.915,00","2.915,75","2.892,20","-0,35%"
"21.09.2017","2.915,20","2.892,15","2.921,36","2.887,57","0,83%"
"20.09.2017","2.891,15","2.894,30","2.902,90","2.885,50","-0,24%"
"19.09.2017","2.898,00","2.910,60","2.915,70","2.896,80","-0,43%"
"18.09.2017","2.910,50","2.901,05","2.917,80","2.896,60","0,50%"
"15.09.2017","2.896,00","2.903,25","2.905,30","2.892,00","-0,08%"
"14.09.2017","2.898,45","2.914,02","2.923,14","2.898,45","-0,45%"
"13.09.2017","2.911,43","2.908,43","2.916,32","2.899,82","0,10%"
"12.09.2017","2.908,53","2.922,38","2.936,82","2.905,53","-0,49%"
"11.09.2017","2.922,78","2.906,93","2.922,78","2.894,62","0,59%"
"08.09.2017","2.905,68","2.904,01","2.917,70","2.899,11","0,01%"
"07.09.2017","2.905,50","2.917,50","2.922,30","2.896,50","-0,22%"
"06.09.2017","2.912,05","2.931,35","2.938,10","2.910,85","-0,65%"
"05.09.2017","2.931,15","2.935,35","2.939,35","2.918,05","-0,07%"
"04.09.2017","2.933,25","2.934,65","2.935,65","2.930,15","0,08%"
"01.09.2017","2.931,00","2.946,25","2.948,55","2.928,05","-0,69%"
"31.08.2017","2.951,36","2.957,26","2.960,26","2.944,11","-0,08%"
"30.08.2017","2.953,80","2.934,80","2.954,70","2.923,30","0,62%"
"29.08.2017","2.935,57","2.946,12","2.954,19","2.931,03","-0,40%"
"28.08.2017","2.947,25","2.925,24","2.949,75","2.907,00","0,76%"
"25.08.2017","2.924,99","2.962,17","2.966,07","2.917,17","-1,20%"
"24.08.2017","2.960,53","2.980,47","2.981,34","2.957,51","-0,69%"
"23.08.2017","2.981,00","2.984,95","2.993,65","2.979,02","-0,10%"
"22.08.2017","2.984,07","2.986,59","2.989,53","2.980,45","-0,08%"
"21.08.2017","2.986,32","2.990,71","2.990,71","2.986,32","-0,13%"
"18.08.2017","2.990,34","2.987,47","3.009,51","2.987,47","0,00%"
"17.08.2017","2.990,34","2.966,47","2.995,86","2.964,47","0,72%"
"16.08.2017","2.968,82","2.971,68","2.977,48","2.952,98","0,19%"
"15.08.2017","2.963,20","2.967,95","2.987,45","2.960,70","-0,17%"
"14.08.2017","2.968,10","2.975,50","2.984,20","2.961,90","-0,23%"
"11.08.2017","2.975,05","2.999,00","3.011,00","2.972,23","-0,81%"
"10.08.2017","2.999,25","3.001,25","3.007,95","2.981,95","-0,09%"
"09.08.2017","3.002,03","2.997,97","3.018,28","2.988,78","0,16%"
"08.08.2017","2.997,25","2.982,11","3.001,05","2.979,05","0,52%"
"07.08.2017","2.981,86","2.988,05","2.991,30","2.981,86","-0,17%"
"04.08.2017","2.987,00","2.955,30","2.989,50","2.946,30","1,08%"
"03.08.2017","2.955,00","2.962,00","2.969,50","2.947,00","-0,38%"
"02.08.2017","2.966,22","2.972,39","2.986,47","2.959,57","-0,04%"
"01.08.2017","2.967,55","2.991,84","2.994,84","2.965,39","-0,58%"
"31.07.2017","2.985,00","3.001,00","3.012,80","2.985,00","-0,51%"
"28.07.2017","3.000,45","3.015,86","3.019,76","2.987,39","-0,52%"
"27.07.2017","3.016,03","3.027,01","3.027,57","2.994,26","-0,05%"
"26.07.2017","3.017,39","3.032,71","3.040,51","3.016,23","-0,44%"
"25.07.2017","3.030,80","3.023,59","3.033,14","3.016,09","0,05%"
"24.07.2017","3.029,14","3.015,32","3.033,88","3.014,18","0,49%"
"21.07.2017","3.014,28","3.003,00","3.019,90","2.993,60","0,50%"
"20.07.2017","2.999,26","3.005,38","3.012,93","2.994,98","-0,16%"
"19.07.2017","3.003,97","3.015,93","3.019,43","3.000,45","-0,31%"
"18.07.2017","3.013,18","3.035,72","3.041,22","3.012,52","-0,59%"
"17.07.2017","3.031,12","3.026,55","3.035,88","3.021,38","0,15%"
"14.07.2017","3.026,59","3.048,27","3.053,02","3.007,12","-0,66%"
"13.07.2017","3.046,80","3.047,00","3.056,05","3.035,00","-0,04%"
"12.07.2017","3.048,10","3.076,51","3.078,70","3.039,70","-0,89%"
"11.07.2017","3.075,50","3.063,00","3.080,30","3.055,10","0,42%"
"10.07.2017","3.062,68","3.089,07","3.098,32","3.059,24","-0,90%"
"07.07.2017","3.090,50","3.095,75","3.107,25","3.082,55","-0,18%"
"06.07.2017","3.096,00","3.084,60","3.097,50","3.074,85","0,39%"
"05.07.2017","3.084,00","3.045,80","3.085,80","3.042,00","1,18%"
"04.07.2017","3.048,15","3.048,35","3.057,45","3.044,95","0,07%"
"03.07.2017","3.046,00","3.046,90","3.046,90","3.038,00","-0,04%"
"30.06.2017","3.047,07","3.045,49","3.062,70","3.042,57","0,03%"
"29.06.2017","3.046,15","3.022,45","3.054,28","3.017,23","0,94%"
"28.06.2017","3.017,72","3.024,12","3.039,38","3.017,28","-0,35%"
"27.06.2017","3.028,47","3.024,18","3.037,59","3.011,59","0,24%"
"26.06.2017","3.021,28","3.026,32","3.027,18","3.021,28","-0,03%"
"23.06.2017","3.022,14","3.029,82","3.034,24","3.000,05","-0,14%"
"22.06.2017","3.026,39","3.060,93","3.062,12","3.020,03","-1,04%"
"21.06.2017","3.058,20","3.029,22","3.074,75","3.029,22","0,87%"
"20.06.2017","3.031,81","2.979,18","3.054,92","2.978,68","1,84%"
"19.06.2017","2.976,99","2.977,14","2.982,72","2.972,89","0,08%"
"16.06.2017","2.974,50","2.954,75","2.979,50","2.945,61","0,74%"
"15.06.2017","2.952,75","2.935,05","2.961,17","2.934,55","0,59%"
"14.06.2017","2.935,50","2.929,00","2.937,00","2.913,35","0,11%"
"13.06.2017","2.932,26","2.931,82","2.943,16","2.923,09","0,05%"
"12.06.2017","2.930,78","2.916,11","2.938,56","2.910,51","0,56%"
"09.06.2017","2.914,50","2.920,50","2.926,20","2.914,50","-0,17%"
"08.06.2017","2.919,32","2.912,66","2.925,22","2.911,32","0,13%"
"07.06.2017","2.915,53","2.897,43","2.921,93","2.894,64","0,71%"
"06.06.2017","2.894,85","2.899,15","2.899,65","2.884,88","-0,18%"
"05.06.2017","2.900,00","2.894,46","2.901,95","2.890,80","0,19%"
"02.06.2017","2.894,47","2.895,34","2.904,49","2.882,99","0,06%"
"01.06.2017","2.892,85","2.916,40","2.923,00","2.884,00","-0,80%"
"31.05.2017","2.916,25","2.917,25","2.931,75","2.912,82","-0,09%"
"30.05.2017","2.918,93","2.910,82","2.925,18","2.910,82","0,25%"
"29.05.2017","2.911,75","2.910,85","2.911,75","2.910,85","0,01%"
"26.05.2017","2.911,50","2.919,50","2.920,00","2.906,02","-0,24%"
"25.05.2017","2.918,50","2.903,48","2.922,40","2.895,30","0,39%"
"24.05.2017","2.907,11","2.908,10","2.915,13","2.898,23","-0,01%"
"23.05.2017","2.907,46","2.908,44","2.916,99","2.895,19","0,08%"
"22.05.2017","2.905,03","2.884,18","2.910,28","2.868,57","0,72%"
"19.05.2017","2.884,20","2.924,91","2.935,30","2.883,93","-1,40%"
"18.05.2017","2.925,28","2.898,41","2.952,30","2.894,84","0,94%"
"17.05.2017","2.898,00","2.877,35","2.903,35","2.872,27","0,61%"
"16.05.2017","2.880,32","2.881,97","2.889,97","2.863,22","0,03%"
"15.05.2017","2.879,35","2.920,35","2.920,85","2.875,85","-1,43%"
"12.05.2017","2.921,00","2.926,70","2.930,36","2.911,00","-0,19%"
"11.05.2017","2.926,70","2.942,00","2.950,24","2.923,80","-0,52%"
"10.05.2017","2.941,93","2.978,50","2.978,50","2.940,00","-1,18%"
"09.05.2017","2.977,12","2.962,12","2.983,62","2.947,53","0,51%"
"08.05.2017","2.962,15","2.944,55","2.970,65","2.935,95","0,62%"
"05.05.2017","2.944,00","2.982,70","2.993,75","2.941,50","-1,28%"
"04.05.2017","2.982,10","2.926,67","2.983,35","2.926,67","1,81%"
"03.05.2017","2.929,11","2.942,03","2.951,18","2.923,53","-0,37%"
"02.05.2017","2.940,00","2.941,00","2.960,50","2.935,00","-0,05%"
"01.05.2017","2.941,50","2.939,81","2.942,67","2.939,81","-0,01%"
"28.04.2017","2.941,68","2.943,36","2.965,86","2.935,55","0,03%"
"27.04.2017","2.940,75","2.930,00","2.952,00","2.928,51","0,37%"
"26.04.2017","2.930,00","2.899,20","2.936,50","2.898,00","1,03%"
"25.04.2017","2.900,03","2.870,88","2.906,78","2.870,47","1,01%"
"24.04.2017","2.871,00","2.875,50","2.878,35","2.857,21","-0,16%"
"21.04.2017","2.875,50","2.848,65","2.882,50","2.847,20","0,88%"
"20.04.2017","2.850,50","2.868,50","2.876,25","2.842,80","-0,64%"
"19.04.2017","2.869,00","2.840,50","2.874,50","2.835,40","1,00%"
"18.04.2017","2.840,50","2.852,68","2.855,50","2.825,90","-0,39%"
"17.04.2017","2.851,68","2.866,50","2.867,00","2.848,00","-0,52%"
"14.04.2017","2.866,50","2.866,63","2.869,11","2.864,63","-0,06%"
"13.04.2017","2.868,11","2.870,35","2.873,03","2.868,11","-0,08%"
"12.04.2017","2.870,55","2.875,18","2.885,18","2.865,66","-0,14%"
"11.04.2017","2.874,59","2.863,98","2.882,59","2.857,93","0,37%"
"10.04.2017","2.864,12","2.864,16","2.878,08","2.848,73","0,06%"
"07.04.2017","2.862,43","2.855,84","2.869,05","2.844,05","0,24%"
"06.04.2017","2.855,64","2.862,95","2.864,34","2.842,74","-0,15%"
"05.04.2017","2.860,00","2.862,24","2.867,21","2.848,90","-0,23%"
"04.04.2017","2.866,72","2.870,72","2.891,38","2.865,68","-0,09%"
"03.04.2017","2.869,40","2.876,44","2.878,16","2.857,16","-0,15%"
"31.03.2017","2.873,76","2.886,30","2.898,64","2.870,89","-0,45%"
"30.03.2017","2.886,75","2.879,60","2.891,10","2.870,85","0,25%"
"29.03.2017","2.879,50","2.905,82","2.909,00","2.876,81","-0,96%"
"28.03.2017","2.907,43","2.923,61","2.927,61","2.901,76","-0,53%"
"27.03.2017","2.923,00","2.898,88","2.923,25","2.895,75","0,87%"
"24.03.2017","2.897,88","2.914,82","2.919,60","2.893,50","-0,73%"
"23.03.2017","2.919,10","2.924,69","2.938,31","2.917,18","-0,07%"
"22.03.2017","2.921,25","2.922,95","2.956,31","2.907,75","0,04%"
"21.03.2017","2.920,00","2.909,90","2.923,50","2.892,20","0,25%"
"20.03.2017","2.912,85","2.919,45","2.920,85","2.907,65","-0,07%"
"17.03.2017","2.915,00","2.918,93","2.923,96","2.904,30","-0,27%"
"16.03.2017","2.922,96","2.970,53","2.976,12","2.915,23","-1,61%"
"15.03.2017","2.970,89","2.998,32","2.998,86","2.968,01","-0,96%"
"14.03.2017","2.999,55","2.988,35","3.012,30","2.983,05","0,52%"
"13.03.2017","2.984,05","2.985,85","3.001,15","2.981,55","0,05%"
"10.03.2017","2.982,53","3.000,16","3.006,61","2.965,57","-0,52%"
"09.03.2017","2.998,15","2.992,77","3.025,65","2.985,17","0,16%"
"08.03.2017","2.993,34","2.959,76","3.002,41","2.955,41","1,23%"
"07.03.2017","2.957,05","2.971,95","2.988,75","2.952,45","-0,50%"
"06.03.2017","2.971,90","2.979,70","2.983,78","2.945,50","-0,10%"
"03.03.2017","2.975,00","2.982,25","2.998,16","2.956,18","-0,09%"
"02.03.2017","2.977,55","2.938,70","2.986,85","2.933,55","1,49%"
"01.03.2017","2.933,75","2.927,75","2.947,25","2.905,55","0,14%"
"28.02.2017","2.929,55","2.896,85","2.934,85","2.891,45","1,30%"
"27.02.2017","2.892,00","2.894,40","2.905,66","2.884,00","0,09%"
"24.02.2017","2.889,50","2.870,20","2.895,96","2.864,40","0,68%"
"23.02.2017","2.869,90","2.896,10","2.897,35","2.860,80","-1,13%"
"22.02.2017","2.902,56","2.901,73","2.913,29","2.885,43","0,01%"
"21.02.2017","2.902,25","2.891,10","2.915,25","2.885,95","0,55%"
"20.02.2017","2.886,35","2.891,25","2.896,36","2.885,85","-0,01%"
"17.02.2017","2.886,50","2.860,83","2.913,50","2.857,80","0,34%"
"16.02.2017","2.876,75","2.874,85","2.889,99","2.861,35","0,06%"
"15.02.2017","2.875,05","2.863,67","2.892,75","2.860,15","0,00%"
"14.02.2017","2.875,05","2.872,95","2.886,80","2.857,45","0,04%"
"13.02.2017","2.873,80","2.857,43","2.887,89","2.852,09","0,73%"
"10.02.2017","2.852,84","2.861,57","2.876,16","2.839,68","-0,25%"
"09.02.2017","2.859,85","2.882,25","2.886,59","2.855,05","-0,84%"
"08.02.2017","2.884,05","2.854,55","2.893,05","2.843,15","0,93%"
"07.02.2017","2.857,45","2.856,95","2.885,95","2.840,25","0,00%"
"06.02.2017","2.857,45","2.854,85","2.869,45","2.844,35","0,26%"
"03.02.2017","2.850,00","2.874,00","2.885,40","2.840,00","-1,01%"
"02.02.2017","2.879,05","2.910,85","2.919,43","2.874,35","-0,90%"
"01.02.2017","2.905,20","2.916,00","2.917,50","2.895,70","-0,65%"
"31.01.2017","2.924,30","2.934,36","2.944,33","2.916,40","-0,24%"
"30.01.2017","2.931,25","2.935,83","2.948,05","2.926,35","0,00%"
"27.01.2017","2.931,18","2.941,61","2.946,32","2.924,66","-0,30%"
"26.01.2017","2.940,00","2.927,40","2.946,50","2.914,70","0,26%"
"25.01.2017","2.932,35","2.932,35","2.942,25","2.921,15","0,00%"
"24.01.2017","2.932,35","2.915,51","2.945,95","2.912,95","0,05%"
"23.01.2017","2.930,75","2.926,05","2.937,55","2.895,55","0,32%"
"20.01.2017","2.921,50","2.930,62","2.949,25","2.915,16","-0,78%"
"19.01.2017","2.944,55","2.940,85","2.953,90","2.916,75","0,31%"
"18.01.2017","2.935,57","2.916,11","2.944,43","2.914,03","0,58%"
"17.01.2017","2.918,60","2.942,92","2.946,00","2.911,70","-0,83%"
"16.01.2017","2.942,92","2.949,17","2.949,17","2.942,92","-0,07%"
"13.01.2017","2.945,00","2.924,00","2.948,84","2.918,13","0,70%"
"12.01.2017","2.924,51","2.968,93","2.969,43","2.918,43","-1,61%"
"11.01.2017","2.972,45","2.954,93","3.000,28","2.954,93","0,63%"
"10.01.2017","2.953,82","2.929,60","2.959,53","2.924,02","0,89%"
"09.01.2017","2.927,82","2.932,01","2.932,51","2.927,45","-0,06%"
"06.01.2017","2.929,50","2.932,01","2.933,01","2.909,00","-0,04%"
"05.01.2017","2.930,76","2.969,24","2.970,14","2.909,84","-1,33%"
"04.01.2017","2.970,40","2.981,50","2.982,37","2.956,80","-0,37%"
"03.01.2017","2.981,54","3.002,44","3.002,94","2.971,02","-0,68%"
"02.01.2017","3.002,00","3.002,00","3.002,00","3.001,50","0,00%"
"30.12.2016","3.002,00","3.001,50","3.002,00","3.001,50","0,00%"
"29.12.2016","3.002,00","3.026,10","3.027,60","2.988,40","-0,80%"
"28.12.2016","3.026,10","2.995,05","3.041,10","2.992,50","1,04%"
"27.12.2016","2.995,05","3.001,55","3.002,05","2.982,95","-0,16%"
"26.12.2016","3.000,00","3.000,00","3.000,00","3.000,00","0,00%"
"23.12.2016","3.000,00","2.998,00","3.005,18","2.982,85","0,08%"
"22.12.2016","2.997,50","2.995,10","3.013,89","2.975,13","0,05%"
"21.12.2016","2.996,00","2.997,00","3.002,50","2.963,40","-0,03%"
"20.12.2016","2.997,00","3.006,39","3.022,32","2.975,90","-0,36%"
"19.12.2016","3.007,84","3.009,45","3.037,45","3.007,41","-0,01%"
"16.12.2016","3.008,00","3.001,50","3.012,06","2.983,45","0,22%"
"15.12.2016","3.001,50","2.970,29","3.013,00","2.955,28","1,32%"
"14.12.2016","2.962,35","2.970,00","2.976,60","2.953,43","-0,26%"
"13.12.2016","2.970,00","2.990,00","2.998,90","2.966,91","-0,83%"
"12.12.2016","2.995,00","3.012,65","3.013,15","2.967,40","-0,42%"
"09.12.2016","3.007,65","3.003,10","3.021,35","2.989,50","0,14%"
"08.12.2016","3.003,50","3.003,91","3.004,50","3.003,50","0,00%"
"07.12.2016","3.003,41","3.002,00","3.007,03","2.971,85","0,03%"
"06.12.2016","3.002,50","3.036,50","3.051,04","2.999,85","-1,14%"
"05.12.2016","3.037,03","3.086,99","3.087,49","3.030,47","-1,55%"
"02.12.2016","3.085,00","3.074,00","3.097,95","3.041,00","0,38%"
"01.12.2016","3.073,45","3.073,95","3.097,45","3.041,78","-0,05%"
"30.11.2016","3.075,00","3.162,00","3.162,00","3.051,38","-2,72%"
"29.11.2016","3.161,00","3.151,55","3.177,38","3.151,00","0,32%"
"28.11.2016","3.151,00","3.176,00","3.177,50","3.129,93","-0,83%"
"25.11.2016","3.177,50","3.173,64","3.188,04","3.160,43","0,24%"
"24.11.2016","3.169,78","3.177,92","3.178,81","3.169,78","-0,10%"
"23.11.2016","3.173,00","3.149,15","3.208,33","3.131,99","0,69%"
"22.11.2016","3.151,24","3.149,09","3.162,07","3.117,49","0,12%"
"21.11.2016","3.147,50","3.182,70","3.182,70","3.134,15","-1,09%"
"18.11.2016","3.182,20","3.141,99","3.183,62","3.134,99","0,79%"
"17.11.2016","3.157,35","3.131,69","3.165,90","3.113,75","0,84%"
"16.11.2016","3.131,10","3.124,23","3.155,53","3.114,61","0,27%"
"15.11.2016","3.122,56","3.122,56","3.168,46","3.103,75","0,00%"
"14.11.2016","3.122,56","3.120,51","3.122,56","3.120,51","0,15%"
"11.11.2016","3.117,82","3.113,45","3.128,68","3.098,38","0,04%"
"10.11.2016","3.116,70","3.007,43","3.134,26","3.002,91","3,83%"
"09.11.2016","3.001,80","2.971,79","3.039,84","2.955,79","1,72%"
"08.11.2016","2.951,18","3.039,14","3.045,14","2.948,28","-2,90%"
"07.11.2016","3.039,29","3.063,42","3.063,42","3.039,29","-0,71%"
"04.11.2016","3.061,00","3.072,00","3.086,99","3.055,20","-0,39%"
"03.11.2016","3.073,00","3.065,99","3.088,15","3.052,66","0,09%"
"02.11.2016","3.070,17","3.050,14","3.082,43","3.049,41","0,72%"
"01.11.2016","3.048,24","3.006,95","3.048,90","2.992,09","1,44%"
"31.10.2016","3.005,00","2.983,49","3.010,90","2.980,54","0,57%"
"28.10.2016","2.988,11","2.960,70","2.991,64","2.952,45","0,93%"
"27.10.2016","2.960,47","2.969,28","2.978,18","2.955,53","-0,33%"
"26.10.2016","2.970,42","2.938,14","2.978,62","2.937,61","1,15%"
"25.10.2016","2.936,58","2.942,23","2.952,36","2.936,58","-0,03%"
"24.10.2016","2.937,39","2.935,73","2.941,96","2.923,53","0,29%"
"21.10.2016","2.928,99","2.928,43","2.956,93","2.928,24","-0,00%"
"20.10.2016","2.929,07","2.918,07","2.946,14","2.918,07","0,41%"
"19.10.2016","2.917,05","2.904,85","2.925,82","2.897,82","0,40%"
"18.10.2016","2.905,55","2.921,95","2.921,95","2.893,43","-0,49%"
"17.10.2016","2.920,00","2.922,08","2.922,08","2.919,00","-0,03%"
"14.10.2016","2.920,76","2.919,68","2.931,09","2.898,36","0,13%"
"13.10.2016","2.917,01","2.904,00","2.941,00","2.904,00","0,43%"
"12.10.2016","2.904,50","2.921,00","2.942,00","2.901,60","-0,58%"
"11.10.2016","2.921,55","2.927,14","2.934,00","2.880,68","-0,17%"
"10.10.2016","2.926,50","2.926,50","2.926,50","2.926,50","0,00%"
"07.10.2016","2.926,50","2.920,12","2.931,99","2.884,52","0,69%"
"06.10.2016","2.906,40","2.932,00","2.945,97","2.900,59","-0,84%"
"05.10.2016","2.931,00","2.975,80","2.993,45","2.924,00","-1,57%"
"04.10.2016","2.977,66","2.945,61","2.981,64","2.933,20","1,59%"
"03.10.2016","2.931,00","2.882,06","2.967,00","2.882,06","1,65%"
"30.09.2016","2.883,35","2.890,45","2.894,95","2.858,05","-0,33%"
"29.09.2016","2.892,81","2.913,70","2.913,70","2.860,20","-0,64%"
"28.09.2016","2.911,56","2.884,94","2.923,69","2.884,94","0,90%"
"27.09.2016","2.885,60","2.915,97","2.944,40","2.883,75","-1,25%"
"26.09.2016","2.922,00","2.916,99","2.925,97","2.905,50","0,07%"
"23.09.2016","2.920,00","2.883,90","2.933,00","2.877,97","1,11%"
"22.09.2016","2.888,00","2.893,00","2.900,98","2.833,32","-0,18%"
"21.09.2016","2.893,11","2.916,74","2.918,72","2.884,20","-0,77%"
"20.09.2016","2.915,52","2.925,00","2.928,57","2.900,30","-0,11%"
"19.09.2016","2.918,70","2.959,62","2.961,28","2.917,32","-1,29%"
"16.09.2016","2.956,72","2.931,08","2.975,15","2.931,08","0,93%"
"15.09.2016","2.929,50","2.951,70","2.970,20","2.921,29","-0,74%"
"14.09.2016","2.951,25","2.977,25","3.008,25","2.936,34","-0,84%"
"13.09.2016","2.976,25","2.935,85","2.996,14","2.934,85","1,38%"
"12.09.2016","2.935,60","2.919,28","2.960,00","2.919,28","0,54%"
"09.09.2016","2.919,75","2.842,35","2.920,85","2.842,35","2,63%"
"08.09.2016","2.845,00","2.860,82","2.867,50","2.828,99","-0,60%"
"07.09.2016","2.862,22","2.870,07","2.870,57","2.824,22","-0,11%"
"06.09.2016","2.865,30","2.938,28","2.938,48","2.864,48","-2,41%"
"05.09.2016","2.936,00","2.936,51","2.936,51","2.936,00","-0,01%"
"02.09.2016","2.936,20","2.988,57","2.990,50","2.936,00","-1,81%"
"01.09.2016","2.990,22","2.973,66","3.001,66","2.969,55","0,60%"
"31.08.2016","2.972,30","2.942,00","2.973,20","2.940,73","1,02%"
"30.08.2016","2.942,40","2.919,95","2.946,50","2.912,97","0,77%"
"29.08.2016","2.919,95","2.891,37","2.939,27","2.891,37","0,64%"
"26.08.2016","2.901,39","2.888,45","2.915,26","2.859,26","0,17%"
"25.08.2016","2.896,57","2.945,27","2.946,97","2.896,57","-1,60%"
"24.08.2016","2.943,80","2.923,00","2.949,20","2.916,97","0,77%"
"23.08.2016","2.921,33","2.893,15","2.925,75","2.884,22","1,06%"
"22.08.2016","2.890,68","2.857,20","2.892,72","2.853,59","1,13%"
"19.08.2016","2.858,50","2.879,50","2.892,32","2.851,12","-0,73%"
"18.08.2016","2.879,50","2.894,07","2.903,13","2.875,00","-1,07%"
"17.08.2016","2.910,60","2.902,00","2.933,50","2.901,00","0,26%"
"16.08.2016","2.903,00","2.928,00","2.930,00","2.883,28","-0,85%"
"15.08.2016","2.927,84","2.929,45","2.933,19","2.924,09","-0,09%"
"12.08.2016","2.930,45","2.888,11","2.935,93","2.867,00","1,38%"
"11.08.2016","2.890,49","2.940,55","2.968,88","2.888,11","-1,72%"
"10.08.2016","2.941,08","2.997,00","3.000,02","2.938,06","-1,44%"
"09.08.2016","2.984,16","3.009,00","3.013,19","2.959,97","-0,36%"
"08.08.2016","2.995,00","3.037,00","3.038,00","2.976,00","-1,44%"
"05.08.2016","3.038,75","3.081,00","3.081,78","3.033,47","-1,39%"
"04.08.2016","3.081,50","3.092,89","3.103,70","3.062,00","-0,40%"
"03.08.2016","3.094,00","3.101,00","3.129,52","3.085,50","-0,29%"
"02.08.2016","3.103,00","3.085,91","3.110,55","3.055,00","0,42%"
"01.08.2016","3.090,00","3.070,30","3.100,65","3.066,93","0,65%"
"29.07.2016","3.070,07","3.093,00","3.108,14","3.059,00","-0,78%"
"28.07.2016","3.094,05","3.078,31","3.109,85","3.064,40","0,37%"
"27.07.2016","3.082,55","3.061,00","3.090,95","3.041,30","0,65%"
"26.07.2016","3.062,65","3.013,95","3.080,97","3.013,00","1,58%"
"25.07.2016","3.014,95","2.949,65","3.016,00","2.949,00","2,16%"
"22.07.2016","2.951,25","2.940,00","2.957,25","2.926,62","0,30%"
"21.07.2016","2.942,50","2.927,90","2.944,50","2.904,00","0,51%"
"20.07.2016","2.927,58","2.926,73","2.930,62","2.924,56","-0,05%"
"19.07.2016","2.928,90","2.919,25","2.937,97","2.919,10","0,26%"
"18.07.2016","2.921,20","2.922,35","2.942,57","2.912,64","-0,03%"
"15.07.2016","2.922,03","2.915,97","2.940,13","2.907,09","0,20%"
"14.07.2016","2.916,20","2.938,00","2.948,53","2.910,50","-0,81%"
"13.07.2016","2.940,00","2.903,47","2.948,97","2.903,47","0,75%"
"12.07.2016","2.918,00","2.935,35","2.938,85","2.899,00","-0,58%"
"11.07.2016","2.935,09","2.932,33","2.948,63","2.901,97","0,11%"
"08.07.2016","2.932,01","2.983,32","3.005,40","2.928,47","-1,80%"
"07.07.2016","2.985,88","2.997,81","3.018,72","2.970,00","-0,49%"
"06.07.2016","3.000,65","2.966,27","3.020,81","2.965,07","0,59%"
"05.07.2016","2.983,00","2.931,91","2.983,50","2.931,91","1,71%"
"04.07.2016","2.932,91","2.931,91","2.932,91","2.931,91","-0,02%"
"01.07.2016","2.933,50","2.919,15","2.942,75","2.880,00","0,46%"
"30.06.2016","2.920,15","2.915,55","2.933,50","2.901,85","0,15%"
"29.06.2016","2.915,78","2.981,50","2.987,22","2.890,35","-2,25%"
"28.06.2016","2.982,90","3.057,00","3.058,80","2.977,97","-2,48%"
"27.06.2016","3.058,80","2.968,03","3.063,00","2.968,03","2,95%"
"24.06.2016","2.971,06","2.893,26","3.004,73","2.893,26","2,44%"
"23.06.2016","2.900,30","2.914,80","2.921,62","2.863,62","-0,61%"
"22.06.2016","2.917,97","2.969,00","2.982,85","2.915,08","-1,92%"
"21.06.2016","2.975,20","2.977,70","2.983,96","2.967,00","-0,02%"
"20.06.2016","2.975,70","3.006,30","3.010,80","2.962,47","-1,09%"
"17.06.2016","3.008,64","3.015,00","3.025,76","2.985,97","-0,24%"
"16.06.2016","3.015,90","2.976,40","3.033,97","2.973,42","1,28%"
"15.06.2016","2.977,65","3.003,00","3.023,15","2.972,00","-0,93%"
"14.06.2016","3.005,68","2.995,00","3.024,76","2.974,97","0,31%"
"13.06.2016","2.996,41","2.970,00","3.008,69","2.970,00","0,84%"
"10.06.2016","2.971,45","2.938,30","2.979,80","2.936,07","1,14%"
"09.06.2016","2.937,84","2.907,07","2.960,51","2.900,12","0,49%"
"08.06.2016","2.923,38","2.938,06","2.961,18","2.884,00","-0,63%"
"07.06.2016","2.942,00","3.019,00","3.020,85","2.936,10","-2,54%"
"06.06.2016","3.018,64","3.019,00","3.022,66","3.014,62","-0,05%"
"03.06.2016","3.020,00","3.097,97","3.099,12","2.990,00","-2,11%"
"02.06.2016","3.085,23","3.111,97","3.130,08","3.082,15","-0,93%"
"01.06.2016","3.114,10","3.090,00","3.125,50","3.081,07","0,78%"
"31.05.2016","3.090,07","3.061,30","3.092,55","3.061,30","0,91%"
"30.05.2016","3.062,30","3.061,30","3.062,30","3.061,30","-0,22%"
"27.05.2016","3.069,00","3.051,85","3.074,07","3.048,52","0,53%"
